iter	RMSE
530	2.237252557
531	2.226066294
532	2.214935963
533	2.203861284
534	2.192841977
535	2.181877768
536	2.170968379
537	2.160113537
538	2.14931297
539	2.138566405
540	2.127873574
541	2.117234206
542	2.106648035
543	2.096114795
544	2.085634222
545	2.075206051
546	2.064830021
547	2.054505871
548	2.044233342
549	2.034012175
550	2.023842115
551	2.013722904
552	2.00365429
553	1.993636019
554	1.983667839
555	1.9737495
556	1.963880753
557	1.954061349
558	1.944291042
559	1.934569587
560	1.92489674
561	1.915272256
562	1.905695895
563	1.896167416
564	1.886686579
565	1.877253146
566	1.867866881
567	1.858527547
568	1.849234909
569	1.839988735
570	1.830788791
571	1.821634848
572	1.812526674
573	1.80346404
574	1.79444672
575	1.785474487
576	1.776547115
577	1.767664379
578	1.758826058
579	1.750031928
580	1.741281768
581	1.732575359
582	1.723912483
583	1.715292921
584	1.706716456
585	1.698182874
586	1.68969196
587	1.6812435
588	1.672837283
589	1.664473097
590	1.656150732
591	1.647869978
592	1.639630628
593	1.631432475
594	1.623275313
595	1.615158937
596	1.607083142
597	1.599047727
598	1.591052488
599	1.583097226
600	1.57518174
601	1.567305832
602	1.559469303
603	1.551671956
604	1.543913597
605	1.536194029
606	1.528513059
607	1.520870494
608	1.513266141
609	1.505699811
610	1.498171312
611	1.490680456
612	1.483227054
613	1.475810918
614	1.468431864
615	1.461089705
616	1.453784256
617	1.446515335
618	1.439282759
619	1.432086345
620	1.424925914
621	1.417801284
622	1.410712278
623	1.403658717
624	1.396640423
625	1.389657221
626	1.382708935
627	1.375795391
628	1.368916414
629	1.362071832
630	1.355261473
631	1.348485166
632	1.34174274
633	1.335034027
634	1.328358857
635	1.321717063
636	1.315108477
637	1.308532935
638	1.301990271
639	1.295480319
640	1.289002918
641	1.282557904
642	1.276145114
643	1.269764389
644	1.263415567
645	1.257098489
646	1.250812997
647	1.244558932
648	1.238336138
649	1.232144457
650	1.225983735
651	1.219853816
652	1.213754547
653	1.207685775
654	1.201647346
655	1.195639109
656	1.189660914
657	1.18371261
658	1.177794047
659	1.171905077
660	1.166045551
661	1.160215324
662	1.154414247
663	1.148642176
664	1.142898965
665	1.137184471
666	1.131498548
667	1.125841056
668	1.120211851
669	1.114610792
670	1.109037738
671	1.103492549
672	1.097975087
673	1.092485211
674	1.087022785
675	1.081587671
676	1.076179733
677	1.070798835
678	1.065444841
679	1.060117617
680	1.054817029
681	1.049542944
682	1.044295229
683	1.039073753
684	1.033878384
685	1.028708992
686	1.023565448
687	1.018447621
688	1.013355383
689	1.008288606
690	1.003247163
691	0.9982309271
692	0.9932397726
693	0.9882735738
694	0.9833322061
695	0.9784155451
696	0.9735234675
697	0.9686558503
698	0.9638125712
699	0.9589935084
700	0.954198541
701	0.9494275484
702	0.9446804107
703	0.9399570088
704	0.9352572238
705	0.9305809378
706	0.9259280332
707	0.9212983932
708	0.9166919013
709	0.9121084419
710	0.9075478998
711	0.9030101604
712	0.8984951097
713	0.8940026343
714	0.8895326212
715	0.8850849582
716	0.8806595335
717	0.8762562359
718	0.8718749548
719	0.8675155802
720	0.8631780024
721	0.8588621124
722	0.854567802
723	0.8502949631
724	0.8460434883
725	0.841813271
726	0.8376042047
727	0.8334161838
728	0.829249103
729	0.8251028576
730	0.8209773434
731	0.8168724567
732	0.8127880945
733	0.8087241542
734	0.8046805335
735	0.8006571309
736	0.7966538453
737	0.7926705762
738	0.7887072234
739	0.7847636874
740	0.780839869
741	0.7769356698
742	0.7730509915
743	0.7691857366
744	0.765339808
745	0.7615131091
746	0.7577055436
747	0.753917016
748	0.750147431
749	0.7463966939
750	0.7426647105
751	0.7389513871
752	0.7352566302
753	0.7315803472
754	0.7279224455
755	0.7242828334
756	0.7206614193
757	0.7170581122
758	0.7134728218
759	0.7099054577
760	0.7063559305
761	0.702824151
762	0.6993100303
763	0.6958134802
764	0.6923344129
765	0.6888727409
766	0.6854283773
767	0.6820012355
768	0.6785912294
769	0.6751982733
770	0.671822282
771	0.6684631707
772	0.6651208549
773	0.6617952507
774	0.6584862745
775	0.6551938432
776	0.6519178741
777	0.6486582848
778	0.6454149934
779	0.6421879185
780	0.638976979
781	0.6357820942
782	0.6326031838
783	0.6294401679
784	0.6262929672
785	0.6231615024
786	0.6200456949
787	0.6169454665
788	0.6138607393
789	0.6107914357
790	0.6077374785
791	0.6046987912
792	0.6016752973
793	0.5986669209
794	0.5956735864
795	0.5926952185
796	0.5897317425
797	0.5867830838
798	0.5838491685
799	0.5809299227
800	0.5780252732
801	0.5751351469
802	0.5722594712
803	0.5693981739
804	0.5665511831
805	0.5637184272
806	0.5608998352
807	0.558095336
808	0.5553048594
809	0.5525283352
810	0.5497656936
811	0.5470168652
812	0.5442817809
813	0.5415603721
814	0.5388525703
815	0.5361583075
816	0.533477516
817	0.5308101285
818	0.5281560779
819	0.5255152976
820	0.5228877211
821	0.5202732826
822	0.5176719162
823	0.5150835567
824	0.512508139
825	0.5099455983
826	0.5073958704
827	0.5048588911
828	0.5023345967
829	0.4998229238
830	0.4973238092
831	0.4948371902
832	0.4923630043
833	0.4899011894
834	0.4874516835
835	0.4850144251
836	0.482589353
837	0.4801764063
838	0.4777755244
839	0.4753866468
840	0.4730097136
841	0.4706446651
842	0.4682914418
843	0.4659499847
844	0.4636202348
845	0.4613021337
846	0.4589956231
847	0.456700645
848	0.4544171418
849	0.4521450562
850	0.4498843309
851	0.4476349093
852	0.4453967348
853	0.4431697512
854	0.4409539025
855	0.438749133
856	0.4365553874
857	0.4343726105
858	0.4322007475
859	0.4300397438
860	0.4278895452
861	0.4257500975
862	0.423621347
863	0.4215032404
864	0.4193957242
865	0.4172987456
866	0.4152122519
867	0.4131361907
868	0.4110705098
869	0.4090151573
870	0.4069700816
871	0.4049352312
872	0.4029105551
873	0.4008960024
874	0.3988915224
875	0.3968970648
876	0.3949125796
877	0.3929380167
878	0.3909733267
879	0.3890184601
880	0.3870733678
881	0.385138001
882	0.3832123111
883	0.3812962496
884	0.3793897683
885	0.3774928195
886	0.3756053555
887	0.3737273288
888	0.3718586922
889	0.3699993987
890	0.3681494018
891	0.3663086548
892	0.3644771116
893	0.3626547261
894	0.3608414525
895	0.3590372453
896	0.3572420591
897	0.3554558488
898	0.3536785696
899	0.3519101768
900	0.350150626
901	0.3483998729
902	0.3466578735
903	0.3449245842
904	0.3431999613
905	0.3414839616
906	0.3397765418
907	0.3380776591
908	0.3363872709
909	0.3347053345
910	0.3330318079
911	0.3313666489
912	0.3297098157
913	0.3280612667
914	0.3264209604
915	0.3247888556
916	0.3231649114
917	0.3215490868
918	0.3199413414
919	0.3183416348
920	0.3167499266
921	0.315166177
922	0.3135903462
923	0.3120223945
924	0.3104622825
925	0.3089099712
926	0.3073654213
927	0.3058285943
928	0.3042994513
929	0.3027779541
930	0.3012640644
931	0.2997577441
932	0.2982589554
933	0.2967676607
934	0.2952838224
935	0.2938074033
936	0.2923383663
937	0.2908766745
938	0.2894222912
939	0.2879751798
940	0.2865353039
941	0.2851026274
942	0.2836771143
943	0.2822587288
944	0.2808474351
945	0.279443198
946	0.278045982
947	0.2766557522
948	0.2752724734
949	0.2738961111
950	0.2725266306
951	0.2711639975
952	0.2698081775
953	0.2684591366
954	0.267116841
955	0.2657812568
956	0.2644523506
957	0.2631300888
958	0.2618144384
959	0.2605053663
960	0.2592028395
961	0.2579068253
962	0.2566172912
963	0.2553342048
964	0.2540575338
965	0.2527872461
966	0.2515233099
967	0.2502656934
968	0.249014365
969	0.2477692932
970	0.2465304467
971	0.2452977945
972	0.2440713056
973	0.2428509491
974	0.2416366944
975	0.2404285109
976	0.2392263684
977	0.2380302366
978	0.2368400854
979	0.235655885
980	0.2344776056
981	0.2333052176
982	0.2321386915
983	0.2309779981
984	0.2298231082
985	0.2286739926
986	0.2275306227
987	0.2263929696
988	0.2252610048
989	0.2241346998
990	0.2230140263
991	0.2218989562
992	0.2207894615
993	0.2196855142
994	0.2185870866
995	0.2174941512
996	0.2164066805
997	0.2153246471
998	0.2142480239
999	0.2131767838
1000	0.2121108999
1001	0.2110503454
1002	0.2099950937
1003	0.2089451183
1004	0.2079003927
1005	0.2068608908
1006	0.2058265863
1007	0.2047974534
1008	0.2037734662
1009	0.2027545989
1010	0.2017408259
1011	0.2007321218
1012	0.1997284612
1013	0.1987298189
1014	0.1977361699
1015	0.196747489
1016	0.1957637516
1017	0.1947849329
1018	0.1938110082
1019	0.1928419532
1020	0.1918777435
1021	0.1909183548
1022	0.189963763
1023	0.1890139442
1024	0.1880688745
1025	0.1871285302
1026	0.1861928875
1027	0.1852619231
1028	0.1843356135
1029	0.1834139355
1030	0.1824968658
1031	0.1815843815
1032	0.1806764596
1033	0.1797730774
1034	0.178874212
1035	0.1779798409
1036	0.1770899418
1037	0.1762044921
1038	0.1753234696
1039	0.1744468523
1040	0.1735746181
1041	0.172706745
1042	0.1718432113
1043	0.1709839952
1044	0.1701290753
1045	0.1692784299
1046	0.1684320378
1047	0.1675898776
1048	0.1667519283
1049	0.1659181686
1050	0.1650885778
1051	0.1642631349
1052	0.1634418193
1053	0.1626246102
1054	0.1618114872
1055	0.1610024298
1056	0.1601974176
1057	0.1593964306
1058	0.1585994484
1059	0.1578064512
1060	0.157017419
1061	0.1562323319
1062	0.1554511702
1063	0.1546739144
1064	0.1539005449
1065	0.1531310421
1066	0.152365387
1067	0.15160356
1068	0.1508455422
1069	0.1500913146
1070	0.149340858
1071	0.1485941537
1072	0.147851183
1073	0.1471119271
1074	0.1463763675
1075	0.1456444856
1076	0.1449162632
1077	0.1441916819
1078	0.1434707235
1079	0.1427533699
1080	0.1420396031
1081	0.1413294051
1082	0.1406227581
1083	0.1399196443
1084	0.1392200461
1085	0.1385239459
1086	0.1378313262
1087	0.1371421696
1088	0.1364564587
1089	0.1357741764
1090	0.1350953056
1091	0.1344198291
1092	0.1337477299
1093	0.1330789913
1094	0.1324135964
1095	0.1317515284
1096	0.1310927708
1097	0.1304373069
1098	0.1297851204
1099	0.1291361948
1100	0.1284905139
1101	0.1278480613
1102	0.127208821
1103	0.1265727769
1104	0.1259399131
1105	0.1253102135
1106	0.1246836624
1107	0.1240602442
1108	0.1234399429
1109	0.1228227432
1110	0.1222086295
1111	0.1215975864
1112	0.1209895985
1113	0.1203846505
1114	0.1197827273
1115	0.1191838136
1116	0.1185878946
1117	0.1179949551
1118	0.1174049804
1119	0.1168179555
1120	0.1162338657
1121	0.1156526964
1122	0.1150744329
1123	0.1144990608
1124	0.1139265655
1125	0.1133569327
1126	0.112790148
1127	0.1122261973
1128	0.1116650663
1129	0.111106741
1130	0.1105512073
1131	0.1099984513
1132	0.109448459
1133	0.1089012168
1134	0.1083567107
1135	0.1078149271
1136	0.1072758525
1137	0.1067394733
1138	0.1062057759
1139	0.105674747
1140	0.1051463733
1141	0.1046206415
1142	0.1040975383
1143	0.1035770506
1144	0.1030591654
1145	0.1025438695
1146	0.1020311502
1147	0.1015209945
1148	0.1010133895
1149	0.1005083226
1150	0.100005781
1151	0.09950575207
1152	0.09900822332
1153	0.09851318222
1154	0.09802061632
1155	0.09753051325
1156	0.09704286069
1157	0.0965576464
1158	0.09607485818
1159	0.0955944839
1160	0.09511651149
1161	0.09464092894
1162	0.09416772431
1163	0.0936968857
1164	0.09322840128
1165	0.09276225928
1166	0.092298448
1167	0.09183695577
1168	0.091377771
1169	0.09092088215
1170	0.09046627775
1171	0.09001394637
1172	0.08956387665
1173	0.08911605728
1174	0.088670477
1175	0.08822712463
1176	0.08778598901
1177	0.08734705908
1178	0.08691032379
1179	0.08647577218
1180	0.08604339333
1181	0.08561317638
1182	0.0851851105
1183	0.08475918496
1184	0.08433538904
1185	0.08391371211
1186	0.08349414356
1187	0.08307667285
1188	0.08266128949
1189	0.08224798306
1190	0.08183674315
1191	0.08142755944
1192	0.08102042166
1193	0.08061531956
1194	0.08021224297
1195	0.07981118176
1196	0.07941212586
1197	0.07901506524
1198	0.07861998992
1199	0.07822688998
1200	0.07783575554
1201	0.07744657677
1202	0.0770593439
1203	0.07667404719
1204	0.07629067696
1205	0.07590922358
1206	0.07552967747
1207	0.07515202909
1208	0.07477626896
1209	0.07440238762
1210	0.07403037569
1211	0.07366022382
1212	0.07329192271
1213	0.0729254631
1214	0.0725608358
1215	0.07219803163
1216	0.07183704148
1217	0.07147785628
1218	0.071120467
1219	0.07076486468
1220	0.07041104036
1221	0.07005898517
1222	0.06970869025
1223	0.06936014681
1224	0.06901334608
1225	0.06866827936
1226	0.06832493797
1227	0.06798331329
1228	0.06764339673
1229	0.06730517975
1230	0.06696865386
1231	0.0666338106
1232	0.06630064155
1233	0.06596913835
1234	0.06563929267
1235	0.06531109621
1236	0.06498454074
1237	0.06465961804
1238	0.06433631996
1239	0.06401463837
1240	0.06369456518
1241	0.06337609236
1242	0.06305921191
1243	0.06274391585
1244	0.06243019628
1245	0.06211804531
1246	0.06180745509
1247	0.06149841782
1248	0.06119092574
1249	0.06088497112
1250	0.06058054627
1251	0.06027764354
1252	0.05997625533
1253	0.05967637406
1254	0.0593779922
1255	0.05908110224
1256	0.05878569674
1257	0.05849176826
1258	0.05819930943
1259	0.05790831289
1260	0.05761877133
1261	0.05733067748
1262	0.0570440241
1263	0.05675880398
1264	0.05647500997
1265	0.05619263493
1266	0.05591167176
1267	0.05563211341
1268	0.05535395284
1269	0.05507718309
1270	0.05480179718
1271	0.0545277882
1272	0.05425514926
1273	0.05398387352
1274	0.05371395416
1275	0.0534453844
1276	0.05317815748
1277	0.0529122667
1278	0.05264770537
1279	0.05238446685
1280	0.05212254452
1281	0.0518619318
1282	0.05160262215
1283	0.05134460905
1284	0.05108788601
1285	0.05083244658
1286	0.05057828436
1287	0.05032539294
1288	0.05007376598
1289	0.04982339716
1290	0.04957428018
1291	0.04932640878
1292	0.04907977674
1293	0.04883437786
1294	0.04859020598
1295	0.04834725496
1296	0.04810551869
1297	0.0478649911
1298	0.04762566615
1299	0.04738753782
1300	0.04715060014
1301	0.04691484714
1302	0.04668027291
1303	0.04644687155
1304	0.0462146372
1305	0.04598356402
1306	0.0457536462
1307	0.04552487798
1308	0.04529725359
1309	0.04507076733
1310	0.0448454135
1311	0.04462118644
1312	0.04439808051
1313	0.04417609011
1314	0.04395520967
1315	0.04373543362
1316	0.04351675646
1317	0.04329917268
1318	0.04308267682
1319	0.04286726344
1320	0.04265292713
1321	0.0424396625
1322	0.04222746419
1323	0.04201632688
1324	0.04180624525
1325	0.04159721403
1326	0.04138922796
1327	0.04118228183
1328	0.04097637042
1329	0.04077148857
1330	0.04056763114
1331	0.04036479298
1332	0.04016296902
1333	0.03996215418
1334	0.03976234342
1335	0.0395635317
1336	0.03936571405
1337	0.03916888548
1338	0.03897304106
1339	0.03877817586
1340	0.03858428498
1341	0.03839136356
1342	0.03819940675
1343	0.03800840972
1344	0.03781836768
1345	0.03762927584
1346	0.03744112947
1347	0.03725392382
1348	0.03706765421
1349	0.03688231594
1350	0.03669790437
1351	0.03651441485
1352	0.03633184278
1353	0.03615018357
1354	0.03596943266
1355	0.0357895855
1356	0.03561063757
1357	0.03543258439
1358	0.03525542147
1359	0.03507914437
1360	0.03490374865
1361	0.03472922991
1362	0.03455558376
1363	0.03438280585
1364	0.03421089182
1365	0.03403983737
1366	0.03386963819
1367	0.03370029
1368	0.03353178855
1369	0.03336412961
1370	0.03319730897
1371	0.03303132243
1372	0.03286616582
1373	0.03270183499
1374	0.03253832582
1375	0.0323756342
1376	0.03221375603
1377	0.03205268725
1378	0.03189242382
1379	0.03173296171
1380	0.0315742969
1381	0.03141642542
1382	0.0312593433
1383	0.03110304658
1384	0.03094753135
1385	0.0307927937
1386	0.03063882973
1387	0.03048563559
1388	0.03033320742
1389	0.03018154138
1390	0.03003063368
1391	0.02988048051
1392	0.02973107811
1393	0.02958242273
1394	0.02943451062
1395	0.02928733807
1396	0.02914090138
1397	0.02899519688
1398	0.02885022089
1399	0.02870596979
1400	0.02856243995
1401	0.02841962775
1402	0.02827752962
1403	0.02813614197
1404	0.02799546126
1405	0.02785548396
1406	0.02771620654
1407	0.02757762551
1408	0.02743973739
1409	0.02730253871
1410	0.02716602602
1411	0.02703019589
1412	0.02689504491
1413	0.02676056969
1414	0.02662676684
1415	0.02649363301
1416	0.02636116485
1417	0.02622935903
1418	0.02609821224
1419	0.02596772118
1420	0.02583788258
1421	0.02570869317
1422	0.0255801497
1423	0.02545224896
1424	0.02532498772
1425	0.02519836278
1426	0.02507237097
1427	0.02494700912
1428	0.02482227407
1429	0.02469816271
1430	0.0245746719
1431	0.02445179854
1432	0.02432953955
1433	0.02420789185
1434	0.0240868524
1435	0.02396641814
1436	0.02384658605
1437	0.02372735312
1438	0.02360871636
1439	0.02349067278
1440	0.02337321942
1441	0.02325635332
1442	0.02314007156
1443	0.02302437121
1444	0.02290924935
1445	0.02279470311
1446	0.02268072959
1447	0.02256732595
1448	0.02245448932
1449	0.02234221688
1450	0.0222305058
1451	0.02211935327
1452	0.02200875651
1453	0.02189871273
1454	0.02178921916
1455	0.02168027307
1456	0.02157187171
1457	0.02146401235
1458	0.02135669229
1459	0.02124990883
1460	0.02114365929
1461	0.021037941
1462	0.0209327513
1463	0.02082808754
1464	0.02072394711
1465	0.02062032737
1466	0.02051722574
1467	0.02041463961
1468	0.02031256642
1469	0.02021100359
1470	0.02010994857
1471	0.02000939883
1472	0.01990935184
1473	0.01980980508
1474	0.01971075606
1475	0.01961220228
1476	0.01951414127
1477	0.01941657057
1478	0.01931948772
1479	0.01922289028
1480	0.01912677583
1481	0.01903114195
1482	0.01893598625
1483	0.01884130632
1484	0.01874709979
1485	0.01865336429
1486	0.01856009747
1487	0.01846729699
1488	0.0183749605
1489	0.0182830857
1490	0.01819167028
1491	0.01810071193
1492	0.01801020837
1493	0.01792015733
1494	0.01783055654
1495	0.01774140376
1496	0.01765269675
1497	0.01756443326
1498	0.0174766111
1499	0.01738922805
