iter	RMSE
0	0.5441351873
1	0.5373008369
2	0.5312175986
3	0.524042629
4	0.5182458174
5	0.5130763828
6	0.5062091429
7	0.4994626514
8	0.4929020092
9	0.4863863453
10	0.4802575
11	0.4739383974
12	0.4678224296
13	0.4617193251
14	0.4557238253
15	0.4498340756
16	0.4441780866
17	0.4384661876
18	0.4329551007
19	0.4274157509
